"","X","Y","Above.Ground","Color"
"329",-73.9708969246276,40.7767695507462,"0","999999"
"330",-73.95448101115,40.7954469678857,"15","999999"
"331",-73.9705123624953,40.7731723757869,"0","999999"
"332",-73.9667560049684,40.7882333830729,"0","999999"
"333",-73.9687395228846,40.7807364481385,"0","999999"
"334",-73.9782351435852,40.7715896672335,"30","999999"
"335",-73.9757413215621,40.7692582758978,"10","999999"
"336",-73.9583101927652,40.7852649316039,"10","999999"
"337",-73.9765595553183,40.7748455340432,"0","999999"
"338",-73.965509576403,40.7752456763263,"2","999999"
"339",-73.9744960829844,40.7652585501959,"0","999999"
"340",-73.9703161745884,40.7702610461336,"2","999999"
"341",-73.9605966636226,40.7889849108637,"0","999999"
"342",-73.9730224561601,40.7796833353894,"0","999999"
"343",-73.9759432151552,40.7733240612552,"2","999999"
"344",-73.9724452296309,40.7715792113505,"0","999999"
"345",-73.9712971568288,40.7745520717065,"0","999999"
"346",-73.9611696144784,40.7816692895155,"30","999999"
"347",-73.9542990150586,40.7940915300678,"0","247450"
"348",-73.9689657039917,40.7767834276767,"0","247450"
"349",-73.9707471099503,40.7759255131734,"0","999999"
"350",-73.9713330594434,40.7771924214236,"0","999999"
"351",-73.970540988328,40.7698103067062,"12","999999"
"352",-73.9740007759509,40.7650077086539,"0","999999"
"353",-73.9566751022336,40.799035789744,"65","999999"
"354",-73.9639635134738,40.7900337598704,"0","999999"
"355",-73.9761036400144,40.7705482684594,"0","999999"
"356",-73.9724801784201,40.7790131966689,"0","999999"
"357",-73.9635658786416,40.7777291777901,"0","247450"
"358",-73.9716404781264,40.7753181851766,"15","999999"
"359",-73.9672054610151,40.7876519923501,"40","999999"
"360",-73.9614824437251,40.7912929799884,"0","999999"
"361",-73.9571407991577,40.7931917396406,"0","999999"
"362",-73.9707197274481,40.7773956803431,"0","999999"
"363",-73.9623696148045,40.792184861375,"13","999999"
"364",-73.9576035072364,40.7966120824816,"0","999999"
"365",-73.9673548527075,40.7765669058396,"4","999999"
"366",-73.9704862864304,40.7739583111676,"0","999999"
"367",-73.970315671921,40.7720905395472,"0","999999"
"368",-73.9596398997228,40.7933386953847,"25","000000"
"369",-73.9548957862084,40.7944844464619,"0","999999"
"370",-73.964080104186,40.7907898627287,"15","999999"
"371",-73.9781303869038,40.7725000348875,"8","999999"
"372",-73.9672127283283,40.7810666805133,"0","999999"
"373",-73.9556817958407,40.788852000621,"15","999999"
"374",-73.9752000129992,40.7732918122239,"0","247450"
"375",-73.9698817079185,40.7758322627711,"0","247450"
"376",-73.9757001944781,40.769499790547,"2","247450"
"377",-73.9584835416846,40.7978213396921,"10","999999"
"378",-73.9606817053484,40.7917320450401,"0","999999"
"379",-73.9649590119935,40.7822107920769,"15","999999"
"380",-73.959709414696,40.7919745085986,"15","000000"
"381",-73.9735946835545,40.7724155751282,"0","999999"
"382",-73.9588358879692,40.7912631913057,"0","999999"
"383",-73.968045072743,40.7836626717225,"4","247450"
"384",-73.979316275899,40.7692134727555,"0","999999"
"385",-73.9550351380957,40.7974681522214,"0","999999"
"386",-73.9578316525492,40.7890102959629,"15","999999"
"387",-73.9592537496995,40.7919271821316,"5","000000"
"388",-73.9733966282316,40.7717179627127,"0","999999"
"389",-73.970720187655,40.7774564799983,"0","999999"
"390",-73.9790875480358,40.7676104780657,"30","000000"
"391",-73.9802376131034,40.7680707516627,"0","247450"
"392",-73.9577212629651,40.7965525296722,"0","999999"
"393",-73.9719888241794,40.7667681685356,"3","999999"
"394",-73.9565686300382,40.797592846003,"0","999999"
"395",-73.9669206605745,40.7748155701122,"0","999999"
"396",-73.9690416961886,40.7716618670996,"0","247450"
"397",-73.9613643418025,40.7892431934209,"0","999999"
"398",-73.9686737866872,40.7739714023732,"0","999999"
"399",-73.9763433202401,40.7738473490681,"12","247450"
"400",-73.9590502257662,40.794290363687,"0","999999"
"401",-73.965862100991,40.7825926896917,"5","999999"
"402",-73.9681917366128,40.7723298813768,"0","999999"
"403",-73.9597470659927,40.7973215935416,"0","999999"
"404",-73.9680774548516,40.7762491903691,"0","999999"
"405",-73.9786603147149,40.7671937837017,"0","247450"
"406",-73.9766354967197,40.7734575166319,"0","999999"
"407",-73.9787658435198,40.7689419765393,"0","999999"
"408",-73.9633760173635,40.7818422357619,"0","999999"
"409",-73.9530809650496,40.7959176317705,"0","999999"
"410",-73.9584024936392,40.7851491701944,"0","999999"
"411",-73.9669366401071,40.7836023897982,"0","999999"
"412",-73.9785675798034,40.7672992405289,"0","247450"
"413",-73.9698934182612,40.7708211633861,"0","999999"
"414",-73.9721899838568,40.7761519045651,"20","999999"
"415",-73.9570131890379,40.7991786736124,"25","999999"
"416",-73.9702788578386,40.7694484997295,"0","999999"
"417",-73.9639888092327,40.791449395909,"0","999999"
"418",-73.9573604880421,40.7930844158021,"0","999999"
"419",-73.9777328709928,40.7669087724668,"0","999999"
"420",-73.9671851611243,40.7750878657618,"0","999999"
"421",-73.9664630067791,40.7756361515825,"0","999999"
"422",-73.9694630409125,40.769737659647,"0","999999"
"423",-73.9756754297747,40.7738518843446,"0","247450"
"424",-73.9756557086441,40.773296289824,"0","247450"
"425",-73.9704485231855,40.7717290560806,"25","999999"
"426",-73.9741944367138,40.7769889953596,"2","999999"
"427",-73.9589367709165,40.7896465303483,"0","999999"
"428",-73.96362827608,40.7807994595242,"3","999999"
"429",-73.9710116801402,40.7723689301989,"10","000000"
"430",-73.9757436019432,40.7746064363227,"0","999999"
"431",-73.9757787135906,40.7737231427345,"0","247450"
"432",-73.9558474701153,40.7913335515534,"40","999999"
"433",-73.9676639740486,40.7745369616499,"0","999999"
"434",-73.9702963056917,40.7697928730791,"0","999999"
"435",-73.9734695768004,40.7716297491384,"0","999999"
"436",-73.9793952066038,40.7707837657859,"0","999999"
"437",-73.9525747516914,40.7977257435263,"0","999999"
"438",-73.9589770206691,40.791240542172,"0","999999"
"439",-73.9642717435966,40.782087049693,"10","999999"
"440",-73.9742973420446,40.7691801644292,"0","999999"
"441",-73.9502466289084,40.7959228779883,"0","999999"
"442",-73.9720887275538,40.7760799537976,"0","999999"
"443",-73.9641462360541,40.7778316005464,"20","999999"
"444",-73.9714057327159,40.7720375135272,"0","999999"
"445",-73.9678774314725,40.7738535171265,"0","999999"
"446",-73.9725906016474,40.7713889729739,"0","999999"
"447",-73.9706929341294,40.7760473872395,"0","999999"
"448",-73.9701335162984,40.7722051011357,"0","999999"
"449",-73.9644293195773,40.7813829172072,"0","999999"
"450",-73.9753140640445,40.7734037805101,"0","999999"
"451",-73.960300330029,40.7953475871869,"0","999999"
"452",-73.959514034869,40.789911786416,"0","999999"
"453",-73.9752793195744,40.7733960128931,"0","247450"
"454",-73.9547878025303,40.7899151873467,"0","999999"
"455",-73.965848283831,40.7797243033057,"0","999999"
"456",-73.9735750352959,40.7694500333777,"0","247450"
"457",-73.9624546917649,40.7888234959792,"0","999999"
"458",-73.9549135206961,40.798525897229,"25","999999"
"459",-73.9648195433192,40.7796399955868,"0","247450"
"460",-73.9661785940531,40.7742569936186,"5","999999"
"461",-73.9592103064327,40.7904390691553,"0","999999"
"462",-73.9664450399121,40.7887844904695,"0","247450"
"463",-73.9683041099256,40.7862652300082,"0","999999"
"464",-73.970308716071,40.7763985667344,"0","999999"
"465",-73.9579724119943,40.7948709900016,"0","999999"
"466",-73.9780659679557,40.7672382282781,"0","999999"
"467",-73.9717201378775,40.776120280884,"0","999999"
"468",-73.9581243021722,40.794431473386,"0","247450"
"469",-73.9707215394887,40.7727508149058,"0","999999"
"470",-73.9702721244652,40.7701011774207,"0","999999"
"471",-73.9570130017159,40.7996027428625,"0","000000"
"472",-73.9540652304705,40.7955226178199,"0","999999"
"473",-73.9697855573137,40.7742186391935,"0","999999"
"474",-73.9690968160819,40.769923269444,"6","999999"
"475",-73.9701481200298,40.7751110354034,"0","247450"
"476",-73.954482814186,40.7987031768001,"0","999999"
"477",-73.9569403365847,40.7956599608798,"0","999999"
"478",-73.9641293283734,40.7907654006019,"30","999999"
"479",-73.9714303315699,40.7745934947706,"0","000000"
"480",-73.9721797824576,40.7801213843628,"0","999999"
"481",-73.9789952029637,40.7697758333099,"25","999999"
"482",-73.9666526554772,40.7756111718355,"0","999999"
"483",-73.9677423154682,40.7728813350245,"0","247450"
"484",-73.971213385696,40.769872094337,"0","999999"
"485",-73.9666521094255,40.7842753517648,"0","999999"
"486",-73.9615751148595,40.7954551238146,"15","999999"
"487",-73.97780296909,40.7676321060669,"0","999999"
"488",-73.978426472499,40.771904101844,"0","247450"
"489",-73.9688470831269,40.7844651946415,"0","999999"
"490",-73.9703010856224,40.7701983575511,"0","999999"
"491",-73.9776854797916,40.7683102295663,"0","247450"
"492",-73.958837574505,40.7985003987784,"0","999999"
"493",-73.9801007327506,40.7677455633932,"0","247450"
"494",-73.9548430741605,40.798207350942,"30","999999"
"495",-73.9602166876979,40.7953811003986,"20","000000"
"496",-73.9669432929573,40.779136518298,"0","999999"
"497",-73.9657288055011,40.7764580036287,"0","999999"
"498",-73.9568305513017,40.7974086631267,"0","999999"
"499",-73.9708798496132,40.7761532088521,"0","999999"
"500",-73.9683312453011,40.7801661685712,"0","999999"
"501",-73.9598340783572,40.7915857030295,"15","999999"
"502",-73.9533476020736,40.7933003544685,"0","999999"
"503",-73.9677387336667,40.7742695912,"10","999999"
"504",-73.9649611089685,40.7814371834837,"2","247450"
"505",-73.9744835563086,40.7729521433235,"0","999999"
"506",-73.9746918762076,40.7655231883678,"30","999999"
"507",-73.9714289592392,40.7750670702093,"10","247450"
"508",-73.9638590768396,40.7776782114981,"15","999999"
"509",-73.9653142636891,40.7760015129298,"0","999999"
"510",-73.9586098170241,40.7939653733898,"0","111111"
"511",-73.963100689807,40.7920255189467,"0","999999"
"512",-73.9768357173861,40.7683813358343,"0","247450"
"513",-73.9601486483164,40.7943724108626,"0","999999"
"514",-73.9597418366664,40.7964417084985,"0","999999"
"515",-73.954959868822,40.7985404965582,"0","999999"
"516",-73.9687847410656,40.778185700305,"25","999999"
"517",-73.9659010238417,40.7791683666215,"0","999999"
"518",-73.9749446629706,40.7720659696067,"0","999999"
"519",-73.971322876671,40.7714145086361,"0","999999"
